,ACCIDENT_NO,ACCIDENTDATE,CYCLISTS,CYCLISTS_COUNT_LS,ACCIDENTTIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA Description,LIGHT_CONDITION,LIGHT_CONDITION_DEC,NO_OF_VEHICLES,NO_PERSONS,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_KILLED,NO_PERSONS_NOT_INJ,POLICE_ATTEND,ROAD_GEOMETRY_DESC,SEVERITY,SEVERITY_DESC,SPEED_ZONE,VEHICLE_ID,INITIAL_DIRECTION,Vehicle Type Desc,FINAL_DIRECTION,DRIVER_INTENT,VEHICLE_MOVEMENT,TRAILER_TYPE,INITIAL_IMPACT,LAMPS,LEVEL_OF_DAMAGE,TRAFFIC_CONTROL_DESC,ROAD_ROUTE_1,ROAD_NAME,ROAD_TYPE,ROAD_NAME_INT,ROAD_TYPE_INT,DISTANCE_LOCATION,DIRECTION_LOCATION,NODE_ID,NODE_TYPE,LGA_NAME,Lga Name All,Lat,Long,Postcode No
240297,T20150020384,1/10/2015,141840,23555,07.30.00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,1,Day,2,2,1,0,0,1,1,Not at intersection,2,Hospitilisation,40,A,SW,Bicycle,SW,1,1,H,F,0,1,No control,9999,LA TROBE,STREET,SWANSTON,STREET,114,W,269267,N,MELBOURNE,MELBOURNE,-37.80995,144.96261,3000
240298,T20150020384,1/10/2015,141840,23555,07.30.00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH                        ,1,Day,2,2,1,0,0,1,1,Not at intersection,2,Hospitilisation,40,A,SW,Bicycle,SW,1,1,H,F,0,1,No control,9999,LA TROBE,STREET,SWANSTON,STREET,114,W,269267,N,MELBOURNE,MELBOURNE,-37.80995,144.96261,3000
241102,T20150021191,1/10/2015,141840,23555,12.15.00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,40,B,S ,Bicycle,S ,1,1,H,5,2,9,No control,5499,CHURCH,STREET,SWAN,STREET,30,N,78244,N,YARRA,YARRA,-37.82542,144.99798,3121
240438,T20150020535,5/10/2015,141840,23555,00.30.00,1,Collision with vehicle,1,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,3,Dark Street lights on,2,2,0,1,0,1,1,T intersection,3,Other Injury,60,B,W ,Bicycle,W ,1,1,H,5,2,2,Stop-go lights,5082,VICTORIA,STREET,LA TROBE,STREET,0,W,65610,I,MELBOURNE,MELBOURNE,-37.80749,144.9707,3053
240439,T20150020535,5/10/2015,141840,23555,00.30.00,1,Collision with vehicle,1,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,3,Dark Street lights on,2,2,0,1,0,1,1,T intersection,3,Other Injury,60,B,W ,Bicycle,W ,1,1,H,5,2,2,Stop-go lights,5082,VICTORIA,STREET,LA TROBE,STREET,0,W,65610,I,MELBOURNE,MELBOURNE,-37.80749,144.9707,3053
240461,T20150020567,5/10/2015,141840,23555,10.35.00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE)               ,1,Day,3,4,0,1,0,3,1,Not at intersection,3,Other Injury,40,C,SW,Bicycle,SW,1,8,H,F,2,9,No control,9999,LONSDALE,STREET,SPRING,STREET,67,W,295066,N,MELBOURNE,MELBOURNE,-37.80961,144.97143,3000
240465,T20150020569,5/10/2015,141840,23555,08.15.00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,3,4,0,1,0,3,1,Cross intersection,3,Other Injury,40,B,SE,Bicycle,S ,1,1,H,F,2,1,No control,9999,SACKVILLE,STREET,WELLINGTON,STREET,0,W,36627,I,YARRA,YARRA,-37.79857,144.98746,3066
240538,T20150020640,6/10/2015,141840,23555,09.20.00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,3,0,1,0,2,1,Not at intersection,3,Other Injury,40,B,SW,Bicycle,SW,1,1,H,F,2,6,Stop-go lights,9999,MACARTHUR,STREET,SPRING,STREET,84,NE,295467,N,MELBOURNE,MELBOURNE,-37.81263,144.97435,3002
240776,T20150020875,7/10/2015,141840,23555,06.30.00,8,No collision and no object struck,4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,2,Dusk/Dawn,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,60,A,N ,Bicycle,N ,6,6,H,F,1,1,Stop-go lights,2240,CITY,ROAD,SOUTHBANK,BOULEVARD,0,SW,29425,I,MELBOURNE,MELBOURNE,-37.8227,144.96395,3006
241478,T20150021561,8/10/2015,141840,23555,17.45.00,1,Collision with vehicle,5,Thursday,142,LEAVING PARKING                       ,2,Dusk/Dawn,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,60,A,S ,Bicycle,S ,1,1,H,F,0,5,No control,5882,ST KILDA,ROAD,COVENTRY,STREET,37,S,296153,N,MELBOURNE,MELBOURNE,-37.82899,144.97155,3004
241571,T20150021664,9/10/2015,141840,23555,21.00.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,60,A,W ,Bicycle,W ,1,1,H,5,2,1,No control,9999,ELGIN,STREET,DAVID,STREET,18,E,297672,N,MELBOURNE,MELBOURNE,-37.79765,144.97202,3053
245145,T20150025279,9/10/2015,141840,23555,18.00.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,2,Dusk/Dawn,2,2,1,0,0,1,2,Not at intersection,2,Hospitilisation,40,B,N ,Bicycle,N ,1,18,H,F,9,9,No control,9999,RATHDOWNE,STREET,RENTAL,TERRACE,79,N,298214,N,MELBOURNE,MELBOURNE,-37.80606,144.96906,3053
240967,T20150021078,12/10/2015,141840,23555,14.25.00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,1,Day,2,2,1,0,0,1,1,Cross intersection,2,Hospitilisation,50,B,SE,Bicycle,SE,1,1,H,F,2,1,Stop-go lights,9999,EXHIBITION,STREET,LA TROBE,STREET,0,N,29396,I,MELBOURNE,MELBOURNE,-37.80816,144.96874,3000
240968,T20150021078,12/10/2015,141840,23555,14.25.00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,1,Day,2,2,1,0,0,1,1,Cross intersection,2,Hospitilisation,50,B,SE,Bicycle,SE,1,1,H,F,2,1,Stop-go lights,9999,EXHIBITION,STREET,LA TROBE,STREET,0,N,29396,I,MELBOURNE,MELBOURNE,-37.80816,144.96874,3000
240988,T20150021095,12/10/2015,141840,23555,18.15.00,1,Collision with vehicle,1,Monday,121,RIGHT THROUGH                        ,2,Dusk/Dawn,2,2,0,1,0,1,1,T intersection,3,Other Injury,60,B,N ,Bicycle,N ,1,1,H,F,2,5,No control,9999,LITTLE PALMERSTON,STREET,RATHDOWNE,STREET,0,W,36498,I,MELBOURNE,MELBOURNE,-37.79668,144.97064,3053
241042,T20150021144,13/10/2015,141840,23555,09.00.00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH                        ,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,50,B,S ,Bicycle,S ,1,1,H,F,2,1,No control,9999,RATHDOWNE,STREET,PELHAM,STREET,102,S,295483,N,MELBOURNE,MELBOURNE,-37.80406,144.9694,3053
241516,T20150021611,15/10/2015,141840,23555,19.30.00,8,No collision and no object struck,4,Thursday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,2,Dusk/Dawn,2,2,1,0,0,1,2,Not at intersection,2,Hospitilisation,40,A,N ,Bicycle,N ,1,18,H,N,2,1,No control,9999,BRUNSWICK,STREET,JAMES,STREET,54,N,296704,N,YARRA,YARRA,-37.8036,144.97756,3065
241301,T20150021374,16/10/2015,141840,23555,08.30.00,1,Collision with vehicle,6,Friday,143,ENTERING PARKING                      ,1,Day,2,2,0,1,0,1,1,Not at intersection,3,Other Injury,40,B,S ,Bicycle,S ,1,1,H,F,2,2,No control,9999,QUEEN,STREET,FLINDERS,LANE,54,S,295332,N,MELBOURNE,MELBOURNE,-37.81836,144.96224,3000
241303,T20150021375,16/10/2015,141840,23555,09.15.00,8,No collision and no object struck,6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,1,Day,2,2,1,0,0,1,1,Not at intersection,2,Hospitilisation,60,B,S ,Bicycle,S ,1,18,H,N,2,2,No control,9999,SWANSTON,STREET,CARDIGAN,TERRACE,38,N,295441,N,MELBOURNE,MELBOURNE,-37.80551,144.96309,3053
241458,T20150021541,18/10/2015,141840,23555,15.30.00,1,Collision with vehicle,1,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY)               ,1,Day,2,3,1,0,0,2,1,T intersection,2,Hospitilisation,60,B,N ,Bicycle,N ,1,1,H,F,2,3,No control,5499,CHURCH,STREET,ADOLPH,STREET,0,N,37173,I,YARRA,YARRA,-37.82688,144.99772,3121
241513,T20150021607,19/10/2015,141840,23555,08.50.00,1,Collision with vehicle,2,Monday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,Day,2,2,0,1,0,1,1,T intersection,3,Other Injury,60,B,S ,Bicycle,S ,1,1,H,F,2,1,Stop-go lights,5083,VICTORIA,PARADE,LANSDOWNE,STREET,0,W,36514,I,YARRA,YARRA,-37.80831,144.9786,3065
241582,T20150021682,20/10/2015,141840,23555,09.19.00,1,Collision with vehicle,3,Tuesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,Day,2,5,0,1,0,4,1,Not at intersection,3,Other Injury,60,B,W ,Bicycle,W ,1,1,H,1,2,1,Ped. lights,5979,ROYAL,PARADE,MORRAH,STREET,5,N,295437,N,MELBOURNE,MELBOURNE,-37.79577,144.95804,3052
241676,T20150021766,21/10/2015,141840,23555,09.23.00,1,Collision with vehicle,3,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,1,Day,2,2,0,1,0,1,1,Cross intersection,3,Other Injury,40,B,S ,Bicycle,S ,1,1,H,F,2,1,No control,9999,HOTHAM,STREET,POWLETT,STREET,0,E,65895,I,MELBOURNE,MELBOURNE,-37.81413,144.98558,3002
241685,T20150021770,21/10/2015,141840,23555,09.04.00,1,Collision with vehicle,3,Wednesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,3,0,1,0,2,1,Not at intersection,3,Other Injury,50,B,W ,Bicycle,W ,1,1,H,F,9,1,Stop-go lights,9999,GRATTAN,STREET,BERKELEY,STREET,44,E,197741,N,MELBOURNE,MELBOURNE,-37.79992,144.95933,3053
242221,T20150022285,22/10/2015,141840,23555,16.15.00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE                     ,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,40,B,NE,Bicycle,NE,1,1,H,F,2,9,No control,9999,LA TROBE,STREET,QUEEN,STREET,67,E,301894,N,MELBOURNE,MELBOURNE,-37.81083,144.95961,3000
242222,T20150022285,22/10/2015,141840,23555,16.15.00,1,Collision with vehicle,5,Thursday,137,LEFT TURN SIDESWIPE                     ,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,40,B,NE,Bicycle,NE,1,1,H,F,2,9,No control,9999,LA TROBE,STREET,QUEEN,STREET,67,E,301894,N,MELBOURNE,MELBOURNE,-37.81083,144.95961,3000
242281,T20150022356,22/10/2015,141840,23555,17.00.00,8,No collision and no object struck,5,Thursday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND)           ,2,Dusk/Dawn,1,1,1,0,0,0,2,Not at intersection,2,Hospitilisation,50,A,E ,Bicycle,E ,1,1,H,F,2,6,No control,9999,SOUTHBANK,BOULEVARD,SOUTHBANK,BOULEVARD,35,W,295543,N,MELBOURNE,MELBOURNE,-37.82362,144.96865,3006
243879,T20150024004,22/10/2015,141840,23555,20.55.00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,3,Dark Street lights on,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,40,A,N ,Bicycle,N ,1,1,H,8,2,3,No control,9999,RATHDOWNE,STREET,RENTAL,TERRACE,85,N,296343,N,MELBOURNE,MELBOURNE,-37.80601,144.96906,3053
242070,T20150022148,23/10/2015,141840,23555,17.12.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,2,Dusk/Dawn,2,2,0,1,0,1,9,Not at intersection,3,Other Injury,40,A,SW,Bicycle,SW,1,1,H,F,2,9,No control,9999,COLLINS,STREET,QUEEN,STREET,112,E,296466,N,MELBOURNE,MELBOURNE,-37.81659,144.96278,3000
242180,T20150022251,23/10/2015,141840,23555,17.40.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,9,Unknown,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,40,A,NW,Bicycle,NW,1,1,H,F,2,6,No control,9999,ELIZABETH,STREET,FRANKLIN,STREET,35,S,295598,N,MELBOURNE,MELBOURNE,-37.80848,144.96051,3000
242205,T20150022271,27/10/2015,141840,23555,18.15.00,1,Collision with vehicle,3,Tuesday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,2,Dusk/Dawn,2,2,1,1,0,0,1,Cross intersection,2,Hospitilisation,999,B,NE,Bicycle,NE,1,1,H,F,9,1,No control,9999,HAIG,LANE,KINGS,WAY,0,NE,295744,N,MELBOURNE,MELBOURNE,-37.82546,144.95967,3006
242251,T20150022326,28/10/2015,141840,23555,15.15.00,1,Collision with vehicle,4,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,Day,2,2,1,0,0,1,1,Not at intersection,2,Hospitilisation,888,B,N ,Bicycle,N ,1,1,H,F,2,1,No control,2080,HODDLE,STREET,TRURO,STREET,35,N,123320,N,YARRA,YARRA,-37.79762,144.99334,3067
242317,T20150022390,29/10/2015,141840,23555,08.51.00,1,Collision with vehicle,5,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,40,B,E ,Bicycle,E ,1,1,H,F,2,9,No control,9999,LA TROBE,STREET,WURUNDJERI,WAY,106,E,298103,N,MELBOURNE,MELBOURNE,-37.81387,144.94897,3008
242493,T20150022573,30/10/2015,141840,23555,14.20.00,1,Collision with vehicle,6,Friday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,1,Day,2,2,0,1,0,1,2,Multiple intersection,3,Other Injury,60,B,S ,Bicycle,S ,1,1,H,1,2,6,No control,5044,FLEMINGTON,ROAD,PEEL,STREET,0,SE,35308,I,MELBOURNE,MELBOURNE,-37.80109,144.95682,3000
242855,T20150022983,30/10/2015,141840,23555,18.00.00,8,No collision and no object struck,6,Friday,170,OFF CARRIAGEWAY TO LEFT                   ,2,Dusk/Dawn,2,2,1,0,0,1,2,Cross intersection,2,Hospitilisation,999,B,N ,Bicycle,N ,1,1,H,N,2,6,No control,9999,NAPIER,STREET,ROSE,STREET,0,N,53234,I,YARRA,YARRA,-37.79619,144.98111,3065
242661,T20150022779,3/11/2015,141840,23555,11.50.00,1,Collision with vehicle,2,Tuesday,121,RIGHT THROUGH                        ,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,50,A,N ,Bicycle,N ,1,1,H,F,2,1,No control,9999,GLASSHOUSE,ROAD,PEEL,STREET,0,W,36604,I,YARRA,YARRA,-37.80528,144.9863,3066
242671,T20150022789,3/11/2015,141840,23555,19.00.00,1,Collision with vehicle,3,Tuesday,137,LEFT TURN SIDESWIPE                     ,2,Dusk/Dawn,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,999,A,E ,Bicycle,N ,3,3,H,1,2,1,No control,9999,ELGIN,STREET,RATHDOWNE,STREET,0,W,36370,I,MELBOURNE,MELBOURNE,-37.79748,144.97049,3053
242833,T20150022953,4/11/2015,141840,23555,16.40.00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY)              ,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,50,B,N ,Bicycle,N ,1,1,H,F,2,5,No control,9999,CANNING,STREET,KAY,STREET,0,S,36395,I,MELBOURNE,MELBOURNE,-37.79522,144.97332,3053
243033,T20150023171,9/11/2015,141840,23555,07.10.00,2,Struck Pedestrian,2,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.      ,2,Dusk/Dawn,1,2,0,1,0,1,1,Cross intersection,3,Other Injury,40,A,N ,Bicycle,N ,1,1,H,F,9,6,Stop-go lights,9999,COLLINS,STREET,SWANSTON,STREET,0,E,29427,I,MELBOURNE,MELBOURNE,-37.81549,144.96654,3000
243167,T20150023304,10/11/2015,141840,23555,15.40.00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH                        ,1,Day,2,3,0,1,0,2,1,Cross intersection,3,Other Injury,40,B,N ,Bicycle,N ,1,1,H,F,2,5,No control,9999,BRUNSWICK,STREET,LEICESTER,STREET,0,N,36490,I,YARRA,YARRA,-37.79536,144.97897,3065
243325,T20150023491,13/11/2015,141840,23555,12.14.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,1,0,0,1,1,Not at intersection,2,Hospitilisation,40,B,NW,Bicycle,NW,1,1,H,5,2,1,No control,9999,ELIZABETH,STREET,FRANKLIN,STREET,51,S,296081,N,MELBOURNE,MELBOURNE,-37.80861,144.96057,3000
243803,T20150023941,13/11/2015,141840,23555,11.30.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,3,3,0,1,0,2,2,T intersection,3,Other Injury,40,B,NE,Bicycle,NE,1,1,H,F,2,2,No control,9999,COLLINS,STREET,BANK,PLACE,7,W,296383,N,MELBOURNE,MELBOURNE,-37.81722,144.9606,3000
243869,T20150023992,17/11/2015,141840,23555,16.20.00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE)               ,9,Unknown,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,60,B,NK,Bicycle,NK,1,18,H,R,2,2,No control,5318,CLARENDON,STREET,DORCAS,STREET,61,S,297963,N,PORT PHILLIP,PORT PHILLIP,-37.83352,144.96081,3205
243745,T20150023879,18/11/2015,141840,23555,18.55.00,8,No collision and no object struck,4,Wednesday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT)         ,1,Day,1,1,1,0,0,0,1,Not at intersection,2,Hospitilisation,60,A,SW,Bicycle,SW,1,18,H,F,1,1,No control,5128,ALBERT,ROAD,CLARENDON,STREET,67,SW,296295,N,PORT PHILLIP,PORT PHILLIP,-37.83945,144.96277,3206
244642,T20150024797,18/11/2015,141840,23555,11.30.00,1,Collision with vehicle,3,Wednesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,1,Day,2,2,0,1,0,1,2,T intersection,3,Other Injury,60,A,SE,Bicycle,SE,1,1,H,F,2,1,No control,2240,CITY,ROAD,SOUTHGATE,AVENUE,0,SW,36945,I,MELBOURNE,MELBOURNE,-37.82184,144.96582,3006
243760,T20150023896,19/11/2015,141840,23555,08.17.00,1,Collision with vehicle,5,Thursday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,Day,2,2,1,0,0,1,1,Not at intersection,2,Hospitilisation,40,B,NE,Bicycle,NE,6,19,H,1,2,2,No control,5717,GRAHAM,STREET,WALTER,STREET,21,NW,297116,N,PORT PHILLIP,PORT PHILLIP,-37.83443,144.93362,3207
243794,T20150023932,19/11/2015,141840,23555,09.03.00,1,Collision with vehicle,4,Thursday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,1,0,1,1,Not at intersection,3,Other Injury,60,B,N ,Bicycle,N ,1,1,H,5,2,1,No control,9999,ABBOTSFORD,STREET,HAINES,STREET,20,S,236032,N,MELBOURNE,MELBOURNE,-37.79863,144.94624,3051
243934,T20150024065,20/11/2015,141840,23555,09.35.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,60,B,E ,Bicycle,E ,1,1,H,F,2,2,No control,9999,GERTRUDE,STREET,FITZROY,STREET,71,W,296377,N,YARRA,YARRA,-37.80556,144.97532,3065
244248,T20150024373,21/11/2015,141840,23555,12.45.00,1,Collision with vehicle,7,Saturday,143,ENTERING PARKING                      ,9,Unknown,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,60,A,NW,Bicycle,NW,1,1,H,1,9,1,No control,5882,ST KILDA,ROAD,BOWEN,LANE,37,SE,298485,N,PORT PHILLIP,PORT PHILLIP,-37.83418,144.97386,3004
244309,T20150024444,22/11/2015,141840,23555,19.15.00,1,Collision with vehicle,1,Sunday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,2,Dusk/Dawn,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,999,A,E ,Bicycle,E ,1,1,H,F,2,9,No control,9999,GRATTAN,STREET,ELIZABETH,STREET,65,W,296627,N,MELBOURNE,MELBOURNE,-37.79964,144.95682,3052
245956,T20150026005,24/11/2015,141840,23555,18.20.00,1,Collision with vehicle,3,Tuesday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,9,Unknown,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,40,B,E ,Bicycle,NK,1,1,H,4,2,1,No control,9999,CHURCH,STREET,PARK,STREET,0,N,37546,I,PORT PHILLIP,PORT PHILLIP,-37.83555,144.96047,3205
244263,T20150024393,25/11/2015,141840,23555,16.30.00,1,Collision with vehicle,4,Wednesday,135,LANE CHANGE LEFT (NOT OVERTAKING)              ,1,Day,2,2,0,1,0,1,1,Cross intersection,3,Other Injury,40,A,E ,Bicycle,E ,8,8,H,5,2,6,No control,9999,ELIZABETH,STREET,LA TROBE,STREET,0,N,65743,I,MELBOURNE,MELBOURNE,-37.81032,144.96136,3000
244264,T20150024393,25/11/2015,141840,23555,16.30.00,1,Collision with vehicle,4,Wednesday,135,LANE CHANGE LEFT (NOT OVERTAKING)              ,1,Day,2,2,0,1,0,1,1,Cross intersection,3,Other Injury,40,A,E ,Bicycle,E ,8,8,H,5,2,6,No control,9999,ELIZABETH,STREET,LA TROBE,STREET,0,N,65743,I,MELBOURNE,MELBOURNE,-37.81032,144.96136,3000
244279,T20150024409,25/11/2015,141840,23555,23.00.00,1,Collision with vehicle,4,Wednesday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD    ,3,Dark Street lights on,2,1,0,1,0,0,1,Not at intersection,3,Other Injury,60,B,W ,Bicycle,W ,1,1,H,F,2,6,No control,9999,PARK,STREET,KINGS,WAY,33,E,296570,N,PORT PHILLIP,PORT PHILLIP,-37.83329,144.96829,3205
245961,T20150026007,27/11/2015,141840,23555,17.40.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,3,3,0,1,0,2,1,Cross intersection,3,Other Injury,40,C,S ,Bicycle,S ,1,1,H,5,2,6,No control,9999,LA TROBE,STREET,RUSSELL,STREET,0,W,65670,I,MELBOURNE,MELBOURNE,-37.80888,144.9663,3000
245962,T20150026007,27/11/2015,141840,23555,17.40.00,1,Collision with vehicle,6,Friday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,3,3,0,1,0,2,1,Cross intersection,3,Other Injury,40,C,S ,Bicycle,S ,1,1,H,5,2,6,No control,9999,LA TROBE,STREET,RUSSELL,STREET,0,W,65670,I,MELBOURNE,MELBOURNE,-37.80888,144.9663,3000
244480,T20150024631,28/11/2015,141840,23555,17.30.00,1,Collision with vehicle,7,Saturday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,Day,2,2,0,1,0,1,1,Not at intersection,3,Other Injury,40,B,NW,Bicycle,NW,4,4,H,F,9,1,No control,9999,BOATHOUSE,DRIVE,ALEXANDRA,AVENUE,267,N,296712,N,MELBOURNE,MELBOURNE,-37.8202,144.97348,3004
245807,T20150025877,30/11/2015,141840,23555,12.45.00,1,Collision with vehicle,2,Monday,163,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE      ,1,Day,2,2,0,1,0,1,2,Not at intersection,3,Other Injury,40,A,SE,Bicycle,SE,1,1,H,F,2,9,Unknown,5044,FLEMINGTON,ROAD,GRATTAN,STREET,23,NW,304092,N,MELBOURNE,MELBOURNE,-37.79938,144.95501,3052
244679,T20150024836,1/12/2015,141840,23555,08.51.00,1,Collision with vehicle,3,Tuesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES)        ,1,Day,2,3,0,1,0,2,2,Cross intersection,3,Other Injury,40,B,W ,Bicycle,W ,1,1,H,5,1,9,Stop-go lights,9999,LITTLE COLLINS,STREET,SWANSTON,STREET,0,W,231,I,MELBOURNE,MELBOURNE,-37.81451,144.96609,3000
244724,T20150024872,1/12/2015,141840,23555,16.30.00,1,Collision with vehicle,3,Tuesday,137,LEFT TURN SIDESWIPE                     ,1,Day,3,2,0,1,0,1,1,Not at intersection,3,Other Injury,50,C,E ,Bicycle,E ,1,1,H,F,2,1,No control,9999,ALBERT,STREET,GOTCH,LANE,12,W,300520,N,MELBOURNE,MELBOURNE,-37.81062,144.98539,3002
244782,T20150024934,1/12/2015,141840,23555,08.20.00,1,Collision with vehicle,3,Tuesday,137,LEFT TURN SIDESWIPE                     ,1,Day,2,2,0,1,0,1,2,Cross intersection,3,Other Injury,40,B,W ,Bicycle,W ,15,15,H,1,2,6,Stop-go lights,5285,BRIDGE,ROAD,CHURCH,STREET,0,W,37196,I,YARRA,YARRA,-37.81858,144.99917,3121
244853,T20150025011,1/12/2015,141840,23555,15.30.00,1,Collision with vehicle,3,Tuesday,130,REAR END(VEHICLES IN SAME LANE)               ,1,Day,2,2,1,0,0,1,2,Not at intersection,2,Hospitilisation,40,A,NW,Bicycle,NW,6,6,H,F,9,6,Stop-go lights,5882,ST KILDA,ROAD,LINLITHGOW,AVENUE,23,S,296881,N,MELBOURNE,MELBOURNE,-37.82351,144.97022,3006
247834,T20160000692,1/12/2015,141840,23555,10.00.00,1,Collision with vehicle,2,Tuesday,130,REAR END(VEHICLES IN SAME LANE)               ,1,Day,2,2,1,0,0,1,2,Not at intersection,2,Hospitilisation,60,A,S ,Bicycle,S ,1,1,H,F,0,1,No control,5046,ELIZABETH,STREET,QUEENSBERRY,STREET,116,S,298364,N,MELBOURNE,MELBOURNE,-37.80504,144.95893,3000
